code,roll_no
('8138', '813818105005')
('8138', '813818105006')
('8138', '813818105007')
('8138', '813818105008')
('8138', '813818105009')
('8138', '813818105010')
('8138', '813818105011')
('8138', '813818105012')
('8138', '813818105013')
('8138', '813818105014')
('8138', '813818105015')
('8138', '813818105016')
('8138', '813818105018')
('8138', '813818105019')
('8138', '813818105020')
('8138', '813818105021')
('8138', '813818105022')
('8138', '813818105023')
('8138', '813818105024')
('8138', '813818105025')
('8138', '813818105026')
('8138', '813818105027')
('8138', '813818105028')
('8138', '813818105029')
('8138', '813818105030')
('8138', '813818105031')
('8138', '813818105032')
('8138', '813818105033')
('8138', '813818105034')
('8138', '813818105035')
('8138', '813818105036')
('8138', '813818105037')
('8138', '813818105038')
('8138', '813818105039')
('8138', '813818105040')
('8138', '813818105041')
('8138', '813818105042')
('8138', '813818105043')
('8138', '813818105044')
('8138', '813818105045')
('8138', '813818105046')
('8138', '813818105047')
('8138', '813818105048')
('8138', '813818105049')
('8138', '813818105050')
('8138', '813818105051')
('8138', '813818105052')
('8138', '813818105053')
('8138', '813818105054')
('8138', '813818105055')
('8138', '813818105056')
('8138', '813818105057')
('8138', '813818105058')
('8138', '813818105059')
('8138', '813818105060')
('8138', '813818105061')
('8138', '813818105063')
('8138', '813818105064')
('8138', '813818105066')
('8138', '813818105067')
('8138', '813818105068')
('8138', '813818105069')
('8138', '813818105070')
('8138', '813818105071')
('8138', '813818105072')
('8138', '813818105073')
('8138', '813818105074')
('8138', '813818105075')
('8138', '813818105076')
('8138', '813818105077')
('8138', '813818105078')
('8138', '813818105079')
('8138', '813818105080')
('8138', '813818105082')
('8138', '813818105083')
('8138', '813818105084')
('8138', '813818105085')
('8138', '813818105086')
('8138', '813818105087')
('8138', '813818105088')
('8138', '813818105089')
('8138', '813818105090')
('8138', '813818105092')
('8138', '813818105093')
('8138', '813818105094')
('8138', '813818105095')
('8138', '813818105096')
('8138', '813818105097')
('8138', '813818105098')
('8138', '813818105099')
('8138', '813818105100')
('8138', '813818105101')
('8138', '813818105102')
('8138', '813818105103')
('8138', '813818105104')
('8138', '813818105105')
('8138', '813818105106')
('8138', '813818105107')
('8138', '813818105108')
('8138', '813818105109')
('8138', '813818105110')
('8138', '813818105111')
('8138', '813818105112')
('8138', '813818105301')
('8138', '813818105302')
('8138', '813818105303')
('8138', '813818105304')
('8138', '813818105305')
('8138', '813818106001')
('8138', '813818106002')
('8138', '813818106003')
('8138', '813818106004')
('8138', '813818106005')
('8138', '813818106006')
('8138', '813818106007')
('8138', '813818106008')
('8138', '813818106009')
('8138', '813818106010')
('8138', '813818106012')
('8138', '813818106013')
('8138', '813818106014')
('8138', '813818106015')
('8138', '813818106017')
('8138', '813818106018')
('8138', '813818106019')
('8138', '813818106020')
('8138', '813818106021')
('8138', '813818106022')
('8138', '813818106023')
('8138', '813818106024')
('8138', '813818106025')
('8138', '813818106026')
('8138', '813818106027')
('8138', '813818106028')
('8138', '813818106029')
('8138', '813818106030')
('8138', '813818106031')
('8138', '813818106033')
('8138', '813818106034')
('8138', '813818106035')
('8138', '813818106036')
('8138', '813818106037')
('8138', '813818106038')
('8138', '813818106039')
('8138', '813818106040')
('8138', '813818106041')
('8138', '813818106042')
('8138', '813818106043')
('8138', '813818106044')
('8138', '813818106045')
('8138', '813818106046')
('8138', '813818106047')
('8138', '813818106048')
('8138', '813818106049')
('8138', '813818106050')
('8138', '813818106051')
('8138', '813818106052')
('8138', '813818106053')
('8138', '813818106054')
('8138', '813818106055')
('8138', '813818106056')
('8138', '813818106057')
('8138', '813818106058')
('8138', '813818106059')
('8138', '813818106060')
('8138', '813818106061')
('8138', '813818106062')
('8138', '813818106063')
('8138', '813818106064')
('8138', '813818106065')
('8138', '813818106066')
('8138', '813818106067')
('8138', '813818106068')
('8138', '813818106069')
('8138', '813818106070')
('8138', '813818106071')
('8138', '813818106072')
('8138', '813818106073')
('8138', '813818106074')
('8138', '813818106075')
('8138', '813818106076')
('8138', '813818106077')
('8138', '813818106078')
('8138', '813818106079')
('8138', '813818106081')
('8138', '813818106082')
('8138', '813818106083')
('8138', '813818106084')
('8138', '813818106085')
('8138', '813818106086')
('8138', '813818106087')
('8138', '813818106088')
('8138', '813818106089')
('8138', '813818106090')
('8138', '813818106091')
('8138', '813818106092')
('8138', '813818106093')
('8138', '813818106094')
('8138', '813818106095')
('8138', '813818106096')
('8138', '813818106097')
('8138', '813818106098')
('8138', '813818106099')
('8138', '813818106100')
('8138', '813818106101')
('8138', '813818106102')
('8138', '813818106103')
('8138', '813818106104')
('8138', '813818106105')
('8138', '813818106106')
('8138', '813818106107')
('8138', '813818106108')
('8138', '813818106109')
('8138', '813818106110')
('8138', '813818106111')
('8138', '813818106112')
('8138', '813818106113')
('8138', '813818106114')
('8138', '813818106115')
('8138', '813818106116')
('8138', '813818106117')
('8138', '813818106301')
('8138', '813818106302')
('8138', '813818106303')
('8138', '813818112001')
('8138', '813818112002')
('8138', '813818112003')
('8138', '813818112004')
('8138', '813818112005')
('8138', '813818112006')
('8138', '813818112007')
('8138', '813818112008')
('8138', '813818112009')
('8138', '813818112010')
('8138', '813818112011')
('8138', '813818112012')
('8138', '813818112013')
('8138', '813818112014')
('8138', '813818112015')
('8138', '813818112016')
('8138', '813818112017')
('8138', '813818112018')
('8138', '813818112019')
('8138', '813818112020')
('8138', '813818112021')
('8138', '813818112022')
('8138', '813818112023')
('8138', '813818112024')
('8138', '813818112025')
('8138', '813818112026')
('8138', '813818112027')
('8138', '813818112028')
('8138', '813818112029')
('8138', '813818112030')
('8138', '813818112031')
('8138', '813818112032')
('8138', '813818112033')
('8138', '813818112034')
('8138', '813818112035')
('8138', '813818112036')
('8138', '813818112037')
('8138', '813818112038')
('8138', '813818112039')
('8138', '813818112301')
('8138', '813818112302')
('8138', '813818112303')
('8138', '813818114001')
('8138', '813818114002')
('8138', '813818114003')
('8138', '813818114004')
('8138', '813818114006')
('8138', '813818114007')
('8138', '813818114008')
('8138', '813818114009')
('8138', '813818114010')
('8138', '813818114011')
('8138', '813818114012')
('8138', '813818114013')
('8138', '813818114014')
('8138', '813818114015')
('8138', '813818114016')
('8138', '813818114017')
('8138', '813818114018')
('8138', '813818114019')
('8138', '813818114020')
('8138', '813818114021')
('8138', '813818114022')
('8138', '813818114023')
('8138', '813818114024')
('8138', '813818114026')
('8138', '813818114027')
('8138', '813818114028')
('8138', '813818114029')
('8138', '813818114030')
('8138', '813818114031')
('8138', '813818114032')
('8138', '813818114034')
('8138', '813818114035')
('8138', '813818114036')
('8138', '813818114037')
('8138', '813818114038')
('8138', '813818114039')
('8138', '813818114040')
('8138', '813818114041')
('8138', '813818114042')
('8138', '813818114043')
('8138', '813818114044')
('8138', '813818114045')
('8138', '813818114046')
('8138', '813818114047')
('8138', '813818114048')
('8138', '813818114049')
('8138', '813818114050')
('8138', '813818114051')
('8138', '813818114052')
('8138', '813818114053')
('8138', '813818114054')
('8138', '813818114055')
('8138', '813818114056')
('8138', '813818114057')
('8138', '813818114058')
('8138', '813818114059')
('8138', '813818114060')
('8138', '813818114061')
('8138', '813818114062')
('8138', '813818114063')
('8138', '813818114064')
('8138', '813818114065')
('8138', '813818114066')
('8138', '813818114067')
('8138', '813818114068')
('8138', '813818114069')
('8138', '813818114070')
('8138', '813818114071')
('8138', '813818114072')
('8138', '813818114073')
('8138', '813818114074')
('8138', '813818114075')
('8138', '813818114076')
('8138', '813818114077')
('8138', '813818114078')
('8138', '813818114079')
('8138', '813818114080')
('8138', '813818114081')
('8138', '813818114082')
('8138', '813818114083')
('8138', '813818114084')
('8138', '813818114085')
('8138', '813818114086')
('8138', '813818114087')
('8138', '813818114088')
('8138', '813818114089')
('8138', '813818114090')
('8138', '813818114092')
('8138', '813818114093')
('8138', '813818114094')
('8138', '813818114096')
('8138', '813818114097')
('8138', '813818114099')
('8138', '813818114100')
('8138', '813818114101')
('8138', '813818114102')
('8138', '813818114104')
('8138', '813818114105')
('8138', '813818114106')
('8138', '813818114107')
('8138', '813818114108')
('8138', '813818114109')
('8138', '813818114110')
('8138', '813818114111')
('8138', '813818114112')
('8138', '813818114113')
('8138', '813818114114')
('8138', '813818114115')
('8138', '813818114116')
('8138', '813818114117')
('8138', '813818114118')
('8138', '813818114119')
('8138', '813818114120')
('8138', '813818114121')
('8138', '813818114122')
('8138', '813818114301')
('8138', '813818114302')
('8138', '813818114303')
('8138', '813818114304')
('8138', '813818114305')
('8138', '813818114306')
('8138', '813818114307')
('8138', '813818114308')
('8138', '813818114309')
('8138', '813818114310')
('8138', '813818114311')
('8138', '813818205001')
('8138', '813818205002')
('8138', '813818205003')
('8138', '813818205004')
('8138', '813818205005')
('8138', '813818205006')
('8138', '813818205007')
('8138', '813818205008')
('8138', '813818205009')
('8138', '813818205010')
('8138', '813818205011')
('8138', '813818205012')
('8138', '813818205013')
('8138', '813818205014')
('8138', '813818205015')
('8138', '813818205016')
('8138', '813818205017')
('8138', '813818205019')
('8138', '813818205020')
('8138', '813818205021')
('8138', '813818205022')
('8138', '813818205023')
('8138', '813818205024')
('8138', '813818205025')
('8138', '813818205026')
('8138', '813818205027')
('8138', '813818205028')
('8138', '813818205029')
('8138', '813818205030')
('8138', '813818205031')
('8138', '813818205032')
('8138', '813818205033')
('8138', '813818205034')
('8138', '813818205035')
('8138', '813818205036')
('8138', '813818205037')
('8138', '813818205038')
('8138', '813818205039')
('8138', '813818205040')
('8138', '813818205041')
('8138', '813818205042')
('8138', '813818205043')
('8138', '813818205044')
('8138', '813818205045')
('8138', '813818205046')
('8138', '813818205047')
('8138', '813818205048')
('8138', '813818205049')
('8138', '813818205050')
('8138', '813818205051')
('8138', '813818205052')
('8138', '813818205053')
('8138', '813818205054')
('8138', '813818205055')
('8138', '813818205056')
('8138', '813818205057')
('8138', '813818205058')
('8138', '813818205059')
('8138', '813818205060')
('8138', '813818205301')
('8138', '813818205302')
('8138', '813818205701')
('8138', '813821403001')
('8138', '813821403002')
('8138', '813821403003')
('8138', '813821403004')
('8138', '813820403001')
('8138', '813820403002')
('8138', '813820403003')
('8138', '813821405001')
('8138', '813821405002')
('8138', '813821405003')
('8138', '813821405004')
('8138', '813821405005')
('8138', '813820405001')
('8138', '813820405002')
('8138', '813821414001')
('8138', '813821414002')
('8138', '813821415001')
('8138', '813821415002')
('8138', '813821415003')
('8138', '813821415004')
('8138', '813821415005')
('8138', '813820415002')
('8138', '813820415003')
('8138', '813821631001')
('8138', '813821631002')
('8138', '813821631003')
('8138', '813821631004')
('8138', '813821631005')
('8138', '813821631007')
('8138', '813821631008')
('8138', '813821631009')
('8138', '813821631010')
('8138', '813821631011')
('8138', '813821631012')
('8138', '813821631013')
('8138', '813821631014')
('8138', '813821631015')
('8138', '813821631016')
('8138', '813821631017')
('8138', '813821631018')
('8138', '813821631019')
('8138', '813821631020')
('8138', '813821631022')
('8138', '813821631023')
('8138', '813821631024')
('8138', '813821631025')
('8138', '813821631026')
('8138', '813821631027')
('8138', '813821631028')
('8138', '813821631029')
('8138', '813821631030')
('8138', '813821631031')
('8138', '813821631032')
('8138', '813821631033')
('8138', '813821631034')
('8138', '813821631035')
('8138', '813821631036')
('8138', '813821631037')
('8138', '813821631038')
('8138', '813821631039')
('8138', '813821631040')
('8138', '813821631041')
('8138', '813821631042')
('8138', '813821631043')
('8138', '813821631044')
('8138', '813821631045')
('8138', '813821631046')
('8138', '813821631047')
('8138', '813821631048')
('8138', '813821631049')
('8138', '813821631050')
('8138', '813821631051')
('8138', '813821631052')
('8138', '813821631053')
('8138', '813821631054')
('8138', '813821631055')
('8138', '813821631056')
('8138', '813821631057')
('8138', '813821631058')
('8138', '813821631059')
('8138', '813821631060')
('8138', '813820631001')
('8138', '813820631002')
('8138', '813820631003')
('8138', '813820631004')
('8138', '813820631005')
('8138', '813820631006')
('8138', '813820631007')
('8138', '813820631008')
('8138', '813820631009')
('8138', '813820631010')
('8138', '813820631011')
('8138', '813820631012')
('8138', '813820631013')
('8138', '813820631014')
('8138', '813820631015')
('8138', '813820631016')
('8138', '813820631017')
('8138', '813820631018')
('8138', '813820631019')
('8138', '813820631020')
('8138', '813820631021')
('8138', '813820631023')
('8138', '813820631024')
('8138', '813820631025')
('8138', '813820631026')
('8138', '813820631027')
('8138', '813820631028')
('8138', '813820631029')
('8138', '813820631030')
('8138', '813820631031')
('8138', '813820631032')
('8138', '813820631033')
('8138', '813820631034')
('8138', '813820631035')
('8138', '813820631036')
('8138', '813820631037')
('8138', '813820631038')
('8138', '813820631039')
('8138', '813820631040')
('8138', '813820631041')
('8138', '813820631042')
('8138', '813820631043')
('8138', '813820631044')
('8138', '813820631045')
('8138', '813820631046')
('8138', '813820631047')
('8138', '813820631048')
('8138', '813820631049')
('8138', '813820631050')
('8138', '813820631051')
('8139', '813918104001')
('8139', '813918104003')
('8139', '813918104004')
('8139', '813918104005')
('8139', '813918105001')
('8139', '813918105002')
('8139', '813918105004')
('8139', '813918105005')
('8139', '813918105006')
('8139', '813918105008')
('8139', '813918105009')
('8139', '813918106001')
('8139', '813918106002')
('8139', '813918106003')
('8139', '813918114002')
('8139', '813918114004')
('8139', '813918114005')
('8139', '813918114006')
('8139', '813918114007')
('8139', '813918114009')
('8139', '813918114010')
('8139', '813918114011')
('8139', '813918114012')
('8139', '813918114013')
('8139', '813918114014')
('8139', '813918114015')
('8142', '814218104002')
('8142', '814218104003')
('8142', '814218104004')
('8142', '814218104006')
('8142', '814218104007')
('8142', '814218104008')
('8142', '814218104009')
('8142', '814218104010')
('8142', '814218104011')
('8142', '814218104013')
('8142', '814218104014')
('8142', '814218104016')
('8142', '814218104017')
('8142', '814218104018')
('8142', '814218104021')
('8142', '814218105001')
('8142', '814218114001')
('8142', '814218114005')
('8142', '814218114010')
('8144', '814418103001')
('8144', '814418103003')
('8144', '814418103004')
('8144', '814418103005')
('8144', '814418103006')
('8144', '814418103009')
('8144', '814418103301')
('8144', '814418104001')
('8144', '814418104002')
('8144', '814418104003')
('8144', '814418104004')
('8144', '814418104005')
('8144', '814418104006')
('8144', '814418104007')
('8144', '814418104008')
('8144', '814418104009')
('8144', '814418104010')
('8144', '814418104011')
('8144', '814418104012')
('8144', '814418104013')
('8144', '814418104014')
('8144', '814418104015')
('8144', '814418104016')
('8144', '814418104017')
('8144', '814418104018')
('8144', '814418104019')
('8144', '814418104020')
('8144', '814418104021')
('8144', '814418104022')
('8144', '814418104023')
('8144', '814418104024')
('8144', '814418104025')
('8144', '814418104026')
('8144', '814418104701')
('8144', '814418105001')
('8144', '814418105002')
('8144', '814418105003')
('8144', '814418105004')
('8144', '814418105005')
('8144', '814418105007')
('8144', '814418106001')
('8144', '814418106002')
('8144', '814418106003')
('8144', '814418106004')
('8144', '814418106005')
('8144', '814418106006')
('8144', '814418106007')
('8144', '814418106008')
('8144', '814418106009')
('8144', '814418106010')
('8144', '814418106011')
('8144', '814418114002')
('8144', '814418114003')
('8144', '814418114004')
('8144', '814418114005')
('8144', '814418114006')
('8144', '814418114007')
('8144', '814418114008')
('8144', '814418114009')
('8144', '814418114010')
('8144', '814418114011')
('8144', '814418114012')
('8144', '814418114013')
('8144', '814418114014')
('8144', '814418114016')
('8144', '814418114017')
('8144', '814418114019')
('8144', '814418114020')
('8144', '814418114021')
('8144', '814418114022')
('8144', '814418114301')
('8144', '814418114302')
('8146', '814618103001')
('8146', '814618103002')
('8146', '814618103003')
('8146', '814618103004')
('8146', '814618103005')
('8146', '814621104002')
('8146', '814621104007')
('8146', '814621104011')
('8146', '814621104014')
('8146', '814621104026')
('8146', '814621104047')
('8146', '814621104055')
('8146', '814621104060')
('8146', '814620104001')
('8146', '814620104012')
('8146', '814619104002')
('8146', '814619104301')
('8146', '814618104002')
('8146', '814618104003')
('8146', '814618104004')
('8146', '814618104005')
('8146', '814618104006')
('8146', '814618104007')
('8146', '814618104008')
('8146', '814618104009')
('8146', '814618104010')
('8146', '814618104011')
('8146', '814618104012')
('8146', '814618104013')
('8146', '814618104014')
('8146', '814618104015')
('8146', '814618104016')
('8146', '814618104017')
('8146', '814618104018')
('8146', '814618104019')
('8146', '814620105302')
('8146', '814620105308')
('8146', '814620105313')
('8146', '814620105318')
('8146', '814619105008')
('8146', '814618105001')
('8146', '814618105002')
('8146', '814618105003')
('8146', '814618105006')
('8146', '814618105007')
('8146', '814619106005')
('8146', '814618106002')
('8146', '814618106003')
('8146', '814618106004')
('8146', '814618106005')
('8146', '814618106008')
('8146', '814618106009')
('8146', '814618106011')
('8146', '814618106012')
('8146', '814620114327')
('8146', '814619114002')
('8146', '814619114311')
('8146', '814619114313')
('8146', '814618114001')
('8146', '814618114002')
('8146', '814618114005')
('8146', '814618114006')
('8146', '814618114007')
('8146', '814618114008')
('8146', '814618114009')
('8146', '814618114010')
('8146', '814618114011')
('8146', '814618114012')
('8146', '814618114013')
('8146', '814618114014')
('8146', '814618114301')
('8146', '814618114302')
('8146', '814618114303')
('8146', '814618114701')
('8146', '814618114701')
('8146', '814620115301')
('8146', '814620115305')
('8146', '814618115001')
('8146', '814618115002')
('8146', '814618115003')
('8146', '814618115004')
('8146', '814618115005')
('8146', '814618115006')
('8146', '814618115007')
('8146', '814618115008')
('8146', '814618115009')
('8146', '814618115010')
('8146', '814618115301')
('8146', '814618115302')
('8146', '814618115701')
('8146', '814618115701')
('8146', '814621405001')
('8146', '814621405002')
('8146', '814620405001')
('8146', '814620405002')
('8146', '814620405003')
('8146', '814620483002')
('8147', '814718103001')
('8147', '814718103002')
('8147', '814718103003')
('8147', '814718103004')
('8147', '814718103005')
('8147', '814718103006')
('8147', '814718103007')
('8147', '814718103008')
('8147', '814718103009')
('8147', '814718103010')
('8147', '814718103011')
('8147', '814718103012')
('8147', '814718103013')
('8147', '814718103014')
('8147', '814718103015')
('8147', '814718103017')
('8147', '814718103018')
('8147', '814718103019')
('8147', '814718103020')
('8147', '814718103021')
('8147', '814718103301')
('8147', '814718103302')
('8147', '814718103303')
('8147', '814718103304')
('8147', '814718103305')
('8147', '814718103306')
('8147', '814718103307')
('8147', '814718104001')
('8147', '814718104002')
('8147', '814718104003')
('8147', '814718104004')
('8147', '814718104005')
('8147', '814718104006')
('8147', '814718104007')
('8147', '814718104008')
('8147', '814718104009')
('8147', '814718104010')
('8147', '814718104011')
('8147', '814718104012')
('8147', '814718104013')
('8147', '814718104014')
('8147', '814718104015')
('8147', '814718104016')
('8147', '814718104017')
('8147', '814718104018')
('8147', '814718104019')
('8147', '814718104020')
('8147', '814718104021')
('8147', '814718104022')
('8147', '814718104023')
('8147', '814718104024')
('8147', '814718104025')
('8147', '814718104026')
('8147', '814718104027')
('8147', '814718104028')
('8147', '814718104029')
('8147', '814718104030')
('8147', '814718104031')
('8147', '814718104032')
('8147', '814718104033')
('8147', '814718104034')
('8147', '814718104035')
('8147', '814718104036')
('8147', '814718104037')
('8147', '814718104038')
('8147', '814718104039')
('8147', '814718104041')
('8147', '814718104042')
('8147', '814718104043')
('8147', '814718104044')
('8147', '814718104045')
('8147', '814718104046')
('8147', '814718104047')
('8147', '814718104048')
('8147', '814718104050')
('8147', '814718104051')
('8147', '814718105001')
('8147', '814718105002')
('8147', '814718105003')
('8147', '814718105004')
('8147', '814718105005')
('8147', '814718105006')
('8147', '814718105007')
('8147', '814718105008')
('8147', '814718105009')
('8147', '814718105010')
('8147', '814718105011')
('8147', '814718105012')
('8147', '814718105013')
('8147', '814718105014')
('8147', '814718105015')
('8147', '814718105301')
('8147', '814718105302')
('8147', '814718105303')
('8147', '814718105304')
('8147', '814718105305')
('8147', '814718106001')
('8147', '814718106002')
('8147', '814718106003')
('8147', '814718106004')
('8147', '814718106005')
('8147', '814718106006')
('8147', '814718106007')
('8147', '814718106008')
('8147', '814718106009')
('8147', '814718106010')
('8147', '814718106011')
('8147', '814718106012')
('8147', '814718106013')
('8147', '814718106014')
('8147', '814718106015')
('8147', '814718106016')
('8147', '814718106017')
('8147', '814718106018')
('8147', '814718106019')
('8147', '814718106020')
('8147', '814718106021')
('8147', '814718106022')
('8147', '814718106023')
('8147', '814718106024')
('8147', '814718106025')
('8147', '814718106026')
('8147', '814718106027')
('8147', '814718106028')
('8147', '814718106029')
('8147', '814718106030')
('8147', '814718106032')
('8147', '814718106033')
('8147', '814718106034')
('8147', '814718106035')
('8147', '814718106036')
('8147', '814718106037')
('8147', '814718106038')
('8147', '814718106039')
('8147', '814718106040')
('8147', '814718106041')
('8147', '814718106042')
('8147', '814718106043')
('8147', '814718106044')
('8147', '814718106045')
('8147', '814718106046')
('8147', '814718106047')
('8147', '814718106048')
('8147', '814718106049')
('8147', '814718106050')
('8147', '814718106051')
('8147', '814718106052')
('8147', '814718106053')
('8147', '814718106054')
('8147', '814718106055')
('8147', '814718106056')
('8147', '814718106301')
('8147', '814718114001')
('8147', '814718114002')
('8147', '814718114003')
('8147', '814718114004')
('8147', '814718114005')
('8147', '814718114006')
('8147', '814718114007')
('8147', '814718114008')
('8147', '814718114009')
('8147', '814718114010')
('8147', '814718114011')
('8147', '814718114012')
('8147', '814718114013')
('8147', '814718114014')
('8147', '814718114015')
('8147', '814718114016')
('8147', '814718114017')
('8147', '814718114018')
('8147', '814718114019')
('8147', '814718114021')
('8147', '814718114022')
('8147', '814718114023')
('8147', '814718114024')
('8147', '814718114025')
('8147', '814718114026')
('8147', '814718114027')
('8147', '814718114028')
('8147', '814718114029')
('8147', '814718114030')
('8147', '814718114031')
('8147', '814718114032')
('8147', '814718114033')
('8147', '814718114035')
('8147', '814718114036')
('8147', '814718114037')
('8147', '814718114038')
('8147', '814718114039')
('8147', '814718114040')
('8147', '814718114041')
('8147', '814718114042')
('8147', '814718114043')
('8147', '814718114044')
('8147', '814718114045')
('8147', '814718114046')
('8147', '814718114047')
('8147', '814718114048')
('8147', '814718114049')
('8147', '814718114050')
('8147', '814718114051')
('8147', '814718114052')
('8147', '814718114053')
('8147', '814718114054')
('8147', '814718114056')
('8147', '814718114057')
('8147', '814718114059')
('8147', '814718114301')
('8147', '814718114302')
('8147', '814718114303')
('8147', '814718114304')
('8147', '814718114305')
('8147', '814718114306')
('8147', '814718114307')
('8147', '814718114308')
('8147', '814718114309')
('8147', '814718114310')
('8147', '814721414001')
('8147', '814721414002')
('8147', '814721414003')
('8147', '814721414004')
('8147', '814721414005')
('8147', '814721414006')
('8147', '814720414001')
('8147', '814720414002')
('8147', '814720414003')
('8147', '814720414004')
('8147', '814721419002')
('8147', '814720419001')
('8148', '814818103001')
('8148', '814818103002')
('8148', '814818103003')
('8148', '814818103004')
('8148', '814818103005')
('8148', '814818103006')
('8148', '814818103007')
('8148', '814818103011')
('8148', '814818103012')
('8148', '814818103013')
('8148', '814818103014')
('8148', '814818103015')
('8148', '814818103016')
('8148', '814818103017')
('8148', '814818103018')
('8148', '814818103301')
('8148', '814818104003')
('8148', '814818104006')
('8148', '814818104008')
('8148', '814818104009')
('8148', '814818104010')
('8148', '814818104011')
('8148', '814818104013')
('8148', '814818104014')
('8148', '814818104016')
('8148', '814818104018')
('8148', '814818104019')
('8148', '814818104020')
('8148', '814818104022')
('8148', '814818104024')
('8148', '814818104028')
('8148', '814818104032')
('8148', '814818104034')
('8148', '814818104035')
('8148', '814818104036')
('8148', '814818104037')
('8148', '814818104038')
('8148', '814818104039')
('8148', '814818104040')
('8148', '814818104041')
('8148', '814818104042')
('8148', '814818104044')
('8148', '814818104048')
('8148', '814818105005')
('8148', '814818105007')
('8148', '814818105008')
('8148', '814818105011')
('8148', '814818105012')
('8148', '814818105013')
('8148', '814818105014')
('8148', '814818105015')
('8148', '814818105016')
('8148', '814818105017')
('8148', '814818105018')
('8148', '814818105021')
('8148', '814818105023')
('8148', '814818105025')
('8148', '814818105026')
('8148', '814818105028')
('8148', '814818105029')
('8148', '814818105032')
('8148', '814818105036')
('8148', '814818105037')
('8148', '814818105038')
('8148', '814818105039')
('8148', '814818105042')
('8148', '814818105043')
('8148', '814818105044')
('8148', '814818105045')
('8148', '814818105301')
('8148', '814818105303')
('8148', '814818106002')
('8148', '814818106003')
('8148', '814818106004')
('8148', '814818106005')
('8148', '814818106006')
('8148', '814818106007')
('8148', '814818106008')
('8148', '814818106009')
('8148', '814818106010')
('8148', '814818106012')
('8148', '814818106013')
('8148', '814818106014')
('8148', '814818106015')
('8148', '814818106016')
('8148', '814818106017')
('8148', '814818106018')
('8148', '814818106019')
('8148', '814818106022')
('8148', '814818106024')
('8148', '814818106025')
('8148', '814818106026')
('8148', '814818106027')
('8148', '814818106028')
('8148', '814818106029')
('8148', '814818106032')
('8148', '814818106033')
('8148', '814818106035')
('8148', '814818106037')
('8148', '814818114001')
('8148', '814818114002')
('8148', '814818114003')
('8148', '814818114004')
('8148', '814818114005')
('8148', '814818114006')
('8148', '814818114009')
('8148', '814818114010')
('8148', '814818114012')
('8148', '814818114013')
('8148', '814818114014')
('8148', '814818114015')
('8148', '814818114016')
('8148', '814818114017')
('8148', '814818114018')
('8148', '814818114019')
('8148', '814818114020')
('8148', '814818114021')
('8148', '814818114022')
('8148', '814818114023')
('8148', '814818114024')
('8148', '814818114030')
('8148', '814818114032')
('8148', '814818114033')
('8148', '814818114034')
('8148', '814818114035')
('8148', '814818114036')
('8148', '814818114037')
('8148', '814818114038')
('8148', '814818114039')
('8148', '814818114040')
('8148', '814818114042')
('8148', '814818114043')
('8148', '814818114044')
('8148', '814818114045')
('8148', '814818114046')
('8148', '814818114048')
('8148', '814818114301')
('8148', '814818114302')
('8148', '814818114303')
('8148', '814818114304')
('8148', '814818114305')
('8148', '814818114307')
('8148', '814818114308')
('8148', '814818114309')
('8148', '814818114310')
('8148', '814818114311')
('8148', '814818114312')
('8148', '814818114701')
('8148', '814818114701')
('8148', '814818114702')
('8148', '814818114702')
('8148', '814818127001')
('8150', '815018108001')
('8150', '815018108002')
('8150', '815018108003')
('8150', '815018108004')
('8150', '815018108006')
('8150', '815018108008')
('8150', '815018108009')
('8150', '815018108010')
('8150', '815018108011')
('8150', '815018108013')
('8150', '815018108015')
('8150', '815018108017')
('8150', '815018108018')
('8150', '815018108019')
('8150', '815018108020')
('8150', '815018108021')
('8150', '815018108022')
('8150', '815018108023')
('8150', '815018108025')
('8150', '815018108026')
('8150', '815018108027')
('8150', '815018108028')
('8150', '815018108029')
('8150', '815018108030')
('8150', '815018108033')
('8150', '815018108034')
('8150', '815018108035')
('8150', '815018108036')
('8150', '815018108037')
('8150', '815018108038')
('8150', '815018108039')
('8150', '815018108040')
('8150', '815018108041')
('8150', '815018108042')
('8150', '815018108043')
('8150', '815018108044')
('8150', '815018108045')
('8150', '815018108046')
('8150', '815018108047')
('8150', '815018108048')
('8150', '815018108049')
('8150', '815018108050')
('8150', '815018108051')
('8150', '815018108052')
('8150', '815018108053')
('8150', '815018108054')
('8150', '815018108055')
('8150', '815018108056')
('8150', '815018108057')
('8150', '815018108058')
('8150', '815018108060')
('8150', '815018108061')
('8150', '815018108062')
('8150', '815018108064')
('8150', '815018108065')
('8150', '815018108066')
('8150', '815018108067')
('8150', '815018108068')
('8150', '815018108069')
('8150', '815018108070')
('8150', '815018108072')
('8150', '815018108073')
('8150', '815018108074')
('8150', '815018108075')
('8150', '815018108076')
('8150', '815018108077')
('8150', '815018108078')
('8150', '815018108079')
('8150', '815018108080')
('8150', '815018108081')
('8150', '815018108082')
('8150', '815018108084')
('8150', '815018108085')
('8150', '815018108086')
('8150', '815018108087')
('8150', '815018108088')
('8150', '815018108090')
('8150', '815018108301')
('8150', '815018214001')
('8150', '815018214002')
('8150', '815018214003')
('8150', '815018214004')
('8150', '815018214005')
('8150', '815018214006')
('8150', '815018214007')
('8150', '815018214008')
('8150', '815018214009')
('8150', '815018214010')
('8150', '815018214011')
('8150', '815018214013')
('8150', '815018214014')
('8150', '815018214015')
